representation,backbone,run_name,episodes_completed,actor_params,lcs_first200_per_ep,lcs_full_per_ep,late_slope_per100ep,late_tail_relrange,best_val_gap,final_val_gap,test_gap,test_std,generalization_gap,actor_loss_first10,actor_loss_last10,entropy_norm_first10,entropy_norm_last10,converged
oo,gin,train_run_oo,250,616356,-0.00012393222582361335,-8.340864929844118e-05,-0.0054826429877527375,0.01873485232239217,0.10982512742178187,0.11190859733305214,0.10822133719849217,0.05268734989617704,-0.0016037902232897,0.7125167429447175,0.6827284336090088,0.7086829217524131,0.6631514458481147,True
oo,gat,train_run_oo,250,616356,-0.00012393222582361335,-8.340864929844118e-05,-0.0054826429877527375,0.01873485232239217,0.10982512742178187,0.11190859733305214,0.10822133719849217,0.05268734989617704,-0.0016037902232897,0.7125167429447175,0.6827284336090088,0.7086829217524131,0.6631514458481147,True
oo,transformer,train_run_oo,250,616356,-0.00012393222582361335,-8.340864929844118e-05,-0.0054826429877527375,0.01873485232239217,0.10982512742178187,0.11190859733305214,0.10822133719849217,0.05268734989617704,-0.0016037902232897,0.7125167429447175,0.6827284336090088,0.7086829217524131,0.6631514458481147,True
om,gin,train_run_om,250,1232702,-0.0007808010942149718,-0.0006072067475242856,-0.04509316727090673,0.10151724222431331,0.17712510769635967,0.17307453505617407,0.18107548945310117,0.04949369911834221,0.003950381756741506,0.6366195917129517,0.6620997190475464,0.7576315934665548,0.4173976736330718,False
om,gat,train_run_om,250,1232702,-0.0007808010942149718,-0.0006072067475242856,-0.04509316727090673,0.10151724222431331,0.17712510769635967,0.17307453505617407,0.18107548945310117,0.04949369911834221,0.003950381756741506,0.6366195917129517,0.6620997190475464,0.7576315934665548,0.4173976736330718,False
om,transformer,train_run_om,250,1232702,-0.0007808010942149718,-0.0006072067475242856,-0.04509316727090673,0.10151724222431331,0.17712510769635967,0.17307453505617407,0.18107548945310117,0.04949369911834221,0.003950381756741506,0.6366195917129517,0.6620997190475464,0.7576315934665548,0.4173976736330718,False
ojm,gin,train_run_ojm,250,2156646,-0.002247031431341501,-0.001588525638844841,0.02759232098058637,0.07909151926358542,0.13682267286218264,0.1531729660180472,0.13891572551880194,0.0557086403335985,0.0020930526566192986,0.56265988945961,0.6421219140291214,0.6849829534648848,0.449550636230091,False
ojm,gat,train_run_ojm,250,2156646,-0.002247031431341501,-0.001588525638844841,0.02759232098058637,0.07909151926358542,0.13682267286218264,0.1531729660180472,0.13891572551880194,0.0557086403335985,0.0020930526566192986,0.56265988945961,0.6421219140291214,0.6849829534648848,0.449550636230091,False
ojm,transformer,train_run_ojm,250,2156646,-0.002247031431341501,-0.001588525638844841,0.02759232098058637,0.07909151926358542,0.13682267286218264,0.1531729660180472,0.13891572551880194,0.0557086403335985,0.0020930526566192986,0.56265988945961,0.6421219140291214,0.6849829534648848,0.449550636230091,False
